Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Quantity;Minimal quantity;Default (0 = No, 1 = Yes)
151;Manat:select:0;1/2:0;999999999;1;0
151;Manat:select:0;1:0;999999999;1;1
151;Manat:select:0;1.5:0;999999999;1;0
151;Manat:select:0;2:0;999999999;1;0
151;Manat:select:0;3:0;999999999;1;0
152;Unitats:select:0, Pes:select:1;-:0, 100 grs:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;-:0, 1/4 KG:1;999999999;1;1
152;Unitats:select:0, Pes:select:1;-:0, 1/2 KG:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;-:0, 3/4 KG:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;-:0, 1 KG:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;-:0, 1.5 KG:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;-:0, 2 KG:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;-:0, 3 KG:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;-:0, 4 KG:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;-:0, 5 KG:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;1:0, -:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;2:0, -:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;3:0, -:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;4:0, -:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;5:0, -:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;6:0, -:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;7:0, -:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;8:0, -:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;9:0, -:1;999999999;1;0
152;Unitats:select:0, Pes:select:1;10:0, -:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;-:0, 100 grs:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;-:0, 1/4 KG:1;999999999;1;1
153;Unitats:select:0, Pes:select:1;-:0, 1/2 KG:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;-:0, 3/4 KG:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;-:0, 1 KG:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;-:0, 1.5 KG:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;-:0, 2 KG:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;-:0, 3 KG:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;-:0, 4 KG:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;-:0, 5 KG:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;1:0, -:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;2:0, -:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;3:0, -:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;4:0, -:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;5:0, -:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;6:0, -:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;7:0, -:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;8:0, -:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;9:0, -:1;999999999;1;0
153;Unitats:select:0, Pes:select:1;10:0, -:1;999999999;1;0
158;Pes:select:0;100 grs:0;999999999;1;0
158;Pes:select:0;1/4 KG:0;999999999;1;1
158;Pes:select:0;1/2 KG:0;999999999;1;0
